%	Clasificador de Trabajos Especiales de Grado
%
%	Mineria de Datos Sem II 
%
%	De Freitas, De Tejada, Vergara
%
@relation ClasificadorTEG
@ATTRIBUTE Titulo string
@ATTRIBUTE Resumen string
@ATTRIBUTE Palabras_Clave string
@ATTRIBUTE Mencion {'APLICACIONES EN INTERNET', 'BASES DE DATOS', 'CALCULO CIENTIFICO', 'COMPUTACION GRAFICA', 'INGENIERIA DE SOFTWARE', 'INTELIGENCIA ARTIFICIAL', 'MODELOS Y PROGRAMACION MATEMATICA', 'REDES DE COMPUTADORAS', 'SISTEMAS DE INFORMACION', 'SISTEMAS DISTRIBUIDOS Y PARALELOS', 'TECNOLOGIAS EDUCATIVAS'}
@DATA
'DESARROLLO DE UNA APLICACIOON WEB DE PROGRAMA DE INCENTIVOS BAJO LA ARQUITECTURA CLIENTESERVIDOR UTILIZANDO LA METODOLOGIA DE DESARROLLO RUPSCRUM', 'EL OBJETIVO DE ESTE ES CONSTRUIR UNA APLICACION WEB QUE SIRVA COMO BASE PARA EL DESARROLLO DE PROGRAMAS DE INCENTIVOS, A TRAVES DE LA FACIL MODIFICACION DE LA INTERFAZ SEGUN LA IMAGEN DE LA EMPRESA ASI COMO LAS REGLAS DE NEGOCIO QUE DEBEN APLICAR, UTILIZANDO UNA METODOLOGIA DE DESARROLLO HIBRIDA ENTRE RUP Y SCRUM, DONDE SE TOMEN LOS ASPECTOS DE CADA UNA QUE PERMITAN DESARROLLAR UN BUEN PRODUCTO CON TIEMPOS DE ESPERA CORTOS UN PROGRAMA DE INCENTIVOS PRETENDE INCENTIVAR LA FUERZA DE TRABAJO DE UNA EMPRESA EN LA PROMOCION Y VENTA DE LOS PRODUCTOS QUE OFRECE DICHA EMPRESA EL DESARROLLO DE LA APLICACION WEB SE LLEVO A CABO UTILIZANDO COMO METODO DE DESARROLLO UNA COMBINACION ENTRE RUP Y SCRUM EL TRABAJO SE DIVIDIO EN CUATRO 4 FASES SEGUN LA METODOLOGIA RUP A SABER INICIO, ELABORACION, CONSTRUCCION Y TRANSICION EN LA FASE DE INICIO SE ANALIZO EL PROBLEMA, SE DETERMINARON LAS PRINCIPALES FUNCIONALIDADES DEL SISTEMA Y SE REALIZARON LAS PRIMERAS VERSIONES DEL MODELO CONCEPTUAL, DEL MODELO DE DATOS Y DE LA INTERFAZ DEL SISTEMA TOMANDO EN CUENTA LA NAVEGABILIDAD DENTRO DE LA APLICACION WEB EN LA FASE DE ELABORACION SE PROFUNDIZO EL ANALISIS Y SE DETERMINARON EL RESTO DE LAS FUNCIONALIDADES DEL SISTEMA LA FASE DE CONSTRUCCION SE DESARROLLO DE ACUERDO A LA METODOLOGIA SCRUM REALIZANDO UN LISTADO DE LAS FUNCIONALIDADES DEL SISTEMA AGRUPADAS POR MODULOS, SEGUN SU AFINIDAD, E IMPLEMENTANDO LAS SEMANALMENTE DE MODO QUE AL FINAL DE CADA SEMANA SE OBTUVO UN INCREMENTO FUNCIONAL DE LA APLICACION FINALMENTE EN LA FASE DE TRANSICION SE INSTALO EL PRODUCTO Y SE REALIZARON PRUEBAS COLECTIVAS MEDIANTE UNA MATRIZ DE PRUEBAS ESTA COMBINACION DE METODOLOGIAS DE DESARROLLO DE SOFTWARE PERMITIO FORMALIZAR LA DOCUMENTACION DEL PROYECTO, A TRAVES DE LOS DIFERENTES DIAGRAMAS REALIZADOS, Y MINIMIZAR LOS TIEMPOS DE ENTREGA, AL DIVIDIR EL TRABAJO DE TAL FORMA QUE SEMANALMENTE SE OBTUVIERA UN INCREMENTO FUNCIONAL DEL SISTEMA A LA VEZ QUE SE LOGRO UN PRODUCTO DE CALIDAD QUE CUMPLIO CON LAS EXPECTATIVAS DEL USUARIO FINAL','PROGRAMA DE INCENTIVOS, CARRITO DE COMPRA, METODOLOGIA, LEALTAD, MULTIMONEDA, TIENDA VIRTUAL DE RECOMPENSAS','INGENIERIA DE SOFTWARE'
'WRADVS UN SERVIDOR DE AUTOCONFIGURACION SIN ESTADO PARA IPV6 EN PLATAFORMA WINDOWS', 'EL PRESENTE CONSISTE EN EL DESARROLLO DE UNA APLICACION DENOMINADA WRADVS QUE LLEVA A CABO EL PROCESO DE AUTOCONFIGURACION SIN ESTADO DE IPV6 A TRAVES DE UN SERVICIO DE WINDOWS EL DOCUMENTO COMIENZA CON UN ESTUDIO TEORICO DE TODOS LOS CONCEPTOS NECESARIOS PARA LA COMPRENSION DEL PROCESO DE AUTOCONFIGURACION SIN ESTADO INCLUYENDO LOS RFC 2460, 4861, 5006, 4191, 3775 Y 3963 LA IMPLEMENTACION SE LLEVA A CABO UTILIZANDO UNA METODOLOGIA AGIL DE DESARROLLO DENOMINADA SCRUM QUE PROPONE CICLOS CORTOS PARA LA PLANIFICACION Y POSTERIOR CODIFICACION DE LOS DIFERENTES MODULOS DE LA APLICACION LA APLICACION CONSTA DE CUATRO MODULOS EL MODULO DE CONFIGURACION DEL SERVIDOR PERMITE ALMACENAR TODOS LOS PARAMETROS Y OPCIONES DE LOS MENSAJES ROUTER ADVERTISEMENT EN UN ARCHIVO XML EL MODULO PRINCIPAL ES EL SERVIDOR WRADVS QUE LEE ESTE ARCHIVO PARA ENVIAR MENSAJES ROUTER ADVERTISEMENT PERIODICOS Y EN RESPUESTA A MENSAJES ROUTER SOLICITATION MIENTRAS LLENA UN LOG DE EVENTOS CON MENSAJES DE INFORMACION Y ERROR PARA LA LECTURA DEL LOG SE OFRECE UN VISOR DE EVENTOS QUE MUESTRA LA INFORMACION EN TIEMPO REAL POR ULTIMO SE PROPORCIONA UNA HERRAMIENTA PARA LA ADMINISTRACION DE DIRECCIONES IPV6, RUTAS POR DEFECTO, TABLA DE ENRUTAMIENTO Y REENVIO DE PAQUETES CADA MODULO POSEE UNA AMIGABLE E INTUITIVA INTERFAZ GRAFICA PARA SUS USUARIOS EL PRODUCTO FINAL JUNTO A LA DOCUMENTACION DE LA INVESTIGACION ESTA PUBLICADA COMO UNA APLICACION CON LICENCIA GNU GPL A TRAVES DE SOURCEFORGENET UN SITIO WEB QUE PERMITE EL HOSPEDAJE Y DISTRIBUCION DE SOFTWARE LIBRE Y SISTEMAS DE CODIGO ABIERTO EN EL SIGUIENTE ENLACE HTTP WRADVSSOURCEFORGENET', 'STATELESS AUTOCONFIGURATION, ROUTER ADVERTISEMENT, IPV6, WINDOWS, SERVICE, DAEMON, SERVER','REDES DE COMPUTADORAS'
'REDISENO DE LA APLICACION WEB PARA LA DIVULGACION DE LA OFERTA ACADEMICA Y SERVICIOS GENERALES EN LINEA DEL PROGRAMA DE COOPERACION INTERFACULTADES PCI UCV, SIGUIENDO EL WORKFLOW PROPUESTO POR EMILY COTLER Y KELLY GOTO', 'EN ESTE TRABAJO, SE REFLEJAN LOS ASPECTOS METODOLOGICOS Y PRACTICOS INHERENTES AL PROCESO DE REDISENO QUE SE REALIZO EN LA APLICACION WEB DEL PROGRAMA DE COOPERACION INTERFACULTADES PCI, INSTITUCION PERTENECIENTE A LA UCV SE DESCRIBEN LOS CRITERIOS Y LINEAMIENTOS PROPUESTOS POR EMILY COTLER Y KELLY GOTO PARA LA PLANIFICACION Y GESTION DEL REDISENO WEB, CONJUNTAMENTE CON LA METODOLOGIA DE DESARROLLO UTILIZADA EL PCI SE ENCARGA FUNDAMENTALMENTE DE INTERRELACIONAR ACADEMICAMENTE A LAS DIVERSAS FACULTADES DE ESTA INSTITUCION UNIVERSITARIA, RECOLECTANDO Y GESTIONANDO INFORMACION CONCERNIENTE A AQUELLAS ASIGNATURAS DE OTRAS CARRERAS QUE UN ESTUDIANTE REGULAR DE LA UNIVERSIDAD PUDIESE CURSAR CONSTITUYENDOSE ESTO EN UN ALICIENTE DE SUMO BENEFICIO PARA EL ENRIQUECIMIENTO ACADEMICO Y PERSONAL DE LOS ESTUDIANTES QUE DECIDAN INCORPORARSE A DICHO PROGRAMA','PROGRAMA, COOPERACION, INTERFACULTADES, PCI, UCV, REDISENO, GOTO, COTLER, APLICACION WEB, OFERTA ACADEMICA','SISTEMAS DISTRIBUIDOS Y PARALELOS'
'DESARROLLO DE LA APLICACION DE GESTION ACADEMICA CONEST 20 MODULO ADMINISTRATIVO', 'EL OBJETIVO DE ESTE CONSISTE EN GENERAR LA NUEVA VERSION DEL SISTEMA CONEST, BASANDOSE EN LA EXPERIENCIA DEL DESARROLLO DE LA VERSION ANTERIOR, REALIZANDO MIGRACIONES DE TECNOLOGIA Y DATOS, ADEMAS DE REALIZAR MEJORAS CORRESPONDIENTES A LAS ENTIDADES, PROCESOS, GESTIONES ADMINISTRATIVAS, INTERFACES, ENTRE OTRAS ACTIVIDADES NECESARIAS PARA LA EVOLUCION DEL SOFTWARE ASIMISMO BRINDARA UN MEJOR SOPORTE AL PERSONAL INVOLUCRADO, AUMENTANDO SU SATISFACCION AL USAR NUEVAS TECNOLOGIAS RELACIONADAS CON LA WEB 20, QUE OFRECEN BENEFICIOS TALES COMO, ACCESIBILIDAD PARA EL USUARIO, USABILIDAD DEL SISTEMA Y PERSONALIZACION DE LA APLICACION EN ESTA INVESTIGACION SE REALIZA UN ESTUDIO DE LOS MODELOS DE DATOS, COMPARANDO EL EXISTENTE Y EL PROPUESTO EL METODO DE DESARROLLO DE SOFTWARE UTILIZADO ES PROGRAMACION EXTREMA XP COMO PRODUCTO FINAL SE OBTIENEN LAS FUNCIONALIDADES DEL MODULO DE ADMINISTRACION DEL SISTEMA CONEST 20, RELACIONADAS A LA GESTION ADMINISTRATIVA DE LOS ESTUDIANTES Y DOCENTES DE LA FACULTAD DE CIENCIAS', 'CONEST, CONEST 20, MODELO VISTA CONTROLADOR MVC, RUBY ON RAILS, RAILS 23, MIGRACION DE DATOS, MIGRACION DE TECNOLOGIAS, DIVISION DE CONTROL DE ESTUDIOS, WEB 20, PROGRAMACION EXTREMA XP','APLICACIONES EN INTERNET'
'DESARROLLO DE UNA APLICACION COLABORATIVA VIA WEB PARA REUNIONES ELECTRONICAS ASICRONAS', 'ACTUALMENTE ES DE GRAN INTERES EL PROVEER HERRAMIENTAS USABLES QUE FACILITEN LA COMUNICACION ENTRE LOS MIEMBROS DE UNA ORGANIZACION, HAN SURGIDO SOLUCIONES QUE SUPERAN LAS BARRERAS DE TIEMPO Y ESPACIO PARA FACILITAR LA COMUNICACION, COMO LO SON EL CHAT Y LOS FOROS SIN EMBARGO, EN BUSCA DE MEJORAR LA COMUNICACION SE REQUIERE EVOLUCIONAR ESTAS SOLUCIONES COMBINANDOLAS CON PROTOCOLOS ESPECIFICOS QUE REPRESENTAN DINAMICAS DE COMUNICACION QUE SURGEN EN CIERTOS NIVELES ORGANIZACIONALES EL OBJETIVO DE ESTE CONSISTE EN EL DESARROLLO DE UNA APLICACION COLABORATIVA VIA WEB PARA COORDINAR, ORGANIZAR Y EJECUTAR REUNIONES ELECTRONICAS ASINCRONAS ORIENTADAS BAJO UN PROTOCOLO DE COLABORACION DE AGENDAS Y ACTAS EL ANALISIS SE CENTRO EN CARACTERIZAR LOS DIFERENTES ASPECTOS AL MOMENTO DE ORGANIZAR Y LLEVAR A CABO UNA REUNION ENTRE UN GRUPO DE TRABAJO ALGUNOS DE ESTOS ASPECTOS SON DISCREPANCIA ENTRE LOS MIEMBROS DEL GRUPO PARA LLEGAR A UN ACUERDO QUE PERMITA DEFINIR CUANDO SE EJECUTARA LA REUNION Y LA NECESIDAD DE CONTAR CON UN PROTOCOLO DE COLABORACION QUE AYUDE AL COORDINADOR DE LA REUNION Y A LOS PARTICIPANTES EN EL PROCESO DE INTERACCION, QUE FACILITE ALCANZAR LOS OBJETIVOS PROPUESTOS LA APLICACION SE ELABORO SIGUIENDO EL METODO DE DESARROLLO BASADO EN EL MODELADO AGIL MA, ESPECIFICANDO COMO ARTEFACTOS PRINCIPALES EL MODELADO DE CASOS DE USO Y DIAGRAMAS DE FLUJO DE TRABAJO PATRONES DE INTERACCION PROPUESTOS POR WELIE PARA LA DESCRIPCION DE LA INTERFAZ Y COMO TECNOLOGIA A UTILIZAR RUBY ON RAILS CON LA BASES DE DATOS MYSQL', 'APLICACION COLABORATIVA, REUNIONES ELECTRONICAS, PROTOCOLO DE COMUNICACION, AGENDAS Y ACTAS, MODELADO AGIL, PATRONES DE INTERACCION, RUBY ON RAILS, MODELO VISTA CONTROLADOR MVC','APLICACIONES EN INTERNET'
'GESTION DE HISTORIAS MEDICAS DE HOSPITALIZACIONES UTILIZANDO DISPOSITIVOS MOVILES Y TECNOLOGIA WIFI', 'EN EL PRESENTE SE DESCRIBE EL PROCESO DE ANALISIS, DISENO E IMPLEMENTACION DE UN SISTEMA DE GESTION DE HISTORIAS MEDICAS DE HOSPITALIZACIONES, UTILIZANDO DISPOSITIVOS MOVILES CON CAPACIDADES DE NAVEGACION WEB Y CAPACIDADES DE CONEXION A REDES INALAMBRICAS IEEE 80211 LA SOLUCION PLANTEADA SE DESARROLLO BAJO UNA ARQUITECTURA WEB DE TIPO CLIENTE SERVIDOR LA GESTION TRADICIONAL DE HISTORIAS MEDICAS CONLLEVA MULTIPLES INCONVENIENTES, UN EJEMPLO CONSISTE EN EL ALMACENAMIENTO FISICO Y CUSTODIA DE HISTORIALES MEDICOS, LOS CUALES SE CONVIERTEN EN UN VERDADERO PROBLEMA DEBIDO A LA GRAN CANTIDAD DE INFORMACION QUE SE MANEJA DE IGUAL FORMA, LA GESTION TRADICIONAL CONLLEVA A POSIBLES EQUIVOCACIONES DE LEGIBILIDAD AL MOMENTO DE REALIZAR EL LLENADO DE LA INFORMACION O AL MOMENTO DE REALIZAR TRANSCRIPCIONES DE UN LUGAR A OTRO, PUDIENDO CAUSAR DEMORAS E INCONVENIENTES EN LA PRESTACION DEL SERVICIO MEDICO EL USO DE DISPOSITIVOS MOVILES PARA LA GESTION DE HISTORIALES MEDICOS EN UN AREA DE HOSPITALIZACION, REPRESENTA UNA SOLUCION PORTABLE Y POCO COSTOSA A LOS PROBLEMAS INHERENTES DE LA GESTION TRADICIONAL LOS BENEFICIOS DEL USO DE DISPOSITIVOS MOVILES EN UN AREA DE HOSPITALIZACION SE EVIDENCIAN AL PERMITIR QUE LOS PROFESIONALES DE LA MEDICINA EJECUTEN PROCESOS DE TOMA DE DECISIONES EFICIENTES Y OPORTUNOS, TENIENDO ACCESO A LA INFORMACION DE FORMA ELECTRONICA SIN IMPORTAR EL LUGAR DONDE SE ENCUENTREN', 'HISTORIAS MEDICAS, DISPOSITIVOS MOVILES, REDES INALAMBRICAS, HOSPITALIZACIONES, IEEE 80211', 'REDES DE COMPUTADORAS'
'IMPLEMENTACION DE UNA ARQUITECTURA DE RED WLAN BASADA EN EL ESTANDAR IEEE 8800221111 Y EN EL ESQUEMA DE SEGURIDAD WPA22ENTERPRISE', 'LA EMPRESA CGSI, CA CONSULTORIA GLOBAL EN SEGURIDAD INFORMATICA REQUERIA IMPLEMENTAR UNA RED INALAMBRICA CON FUERTE ENFASIS EN LA SEGURIDAD, PARA REMPLAZAR SU ANTIGUA WLAN BASADA EN UN DISPOSITIVO ORIENTADO A REDES HOGARENAS Y CON BAJOS NIVELES DE PROTECCION EN ESTE SE PRESENTA EL PROCESO DE DISENO, IMPLEMENTACION Y PRUEBAS DE UNA NUEVA RED INALAMBRICA PARA CGSI, CA, ACORDE CON LAS MEJORES PRACTICAS DE LA INDUSTRIA ESTA RED CONSTA DE UNA ARQUITECTURA DE CONECTIVIDAD QUE DA SOPORTE AL ACCESO DE LOS CLIENTES INALAMBRICOS, CONFORME AL ESTANDAR IEEE 80211 LOS COMPONENTES DE ESTA ARQUITECTURA ESTAN BASADOS EN DISPOSITIVOS DEL FABRICANTE DE EQUIPAMIENTO PARA WLAN ARUBA NETWORKS POR OTRA PARTE, EXISTE TAMBIEN UNA ARQUITECTURA DE SEGURIDAD DONDE SE ESTABLECE LA INFRAESTRUCTURA DE AUTENTICACION Y CONTROL DE ACCESO A LA RED INALAMBRICA LA ARQUITECTURA DE SEGURIDAD, CONSTRUIDA SOBRE LOS COMPONENTES DE LA PLATAFORMA MICROSOFT ACTIVE DIRECTORY DE LA COMPANIA, IMPLEMENTA EL ESQUEMA WPA2ENTERPRISE WIFI PROTECTED ACCESS 22, QUE PROVEE AUTENTICACION IEEE 8021X Y CIFRADO DE DATOS CCMPAES EL RESULTADO FINAL ES UNA SOLUCION WLAN COMPLETAMENTE FUNCIONAL QUE CUMPLE CON LA ESPECIFICACION DE RED DE SEGURIDAD ROBUSTA RSN DEFINIDA EN EL ESTANDAR IEEE 802112007', 'REDES INALAMBRICAS, WLAN, IEEE 80211, WIFI, SEGURIDAD, WPA2, IEEE 8021X, CCMP, AES','REDES DE COMPUTADORAS'
'PROTOTIPO DEL SISTEMA DE GESTION DE PREPARADORES DE LA ESCUELA DE COMPUTACION, MODULOS GESTION DE RETIROS Y ADMINISTRATIVO','EL DESARROLLO DEL PRESENTE TRABAJO, CONSTITUYE LA CONSTRUCCION DE UN PROTOTIPO DEL SISTEMA DE GESTION DE PREPARADORES DE LA ESCUELA DE COMPUTACION SGPEC, MODULOS ADMINISTRATIVO Y GESTION DE RETIROS PARA EL MEJORAMIENTO DE LOS PROCESOS DE DICHA GESTION, SIGUIENDO LAS FASES DE LA METODOLOGIA OPENUP PRODUCIENDO EN LA PRIMERA FASE UN FLUJO DE TRABAJO WORKFLOW QUE REPRESENTA LAS ACTIVIDADES CORRESPONDIENTES A LOS USUARIOS ACTUALES TAMBIEN SE LLEVO A CABO LA DEFINICION Y ESPECIFICACION DE LOS ELEMENTOS NECESARIOS PARA LA CREACION DE LOS SERVICIOS WEB QUE PERMITEN EL SUMINISTRO DE LOS DATOS PARA LOS MODULOS DE GESTION DE RETIROS Y ADMINISTRATIVO EMPLEANDO LA HERRAMIENTA TECNOLOGICA RUBY ON RAILS DURANTE LA ULTIMA FASE SE REALIZO LA SIMULACION DE LA EJECUCION DE LAS FUNCIONALIDADES ALCANZANDO EL OBJETIVO PRINCIPAL DE ESTE SE CONSIGUIO COMO RESULTADO EL DESARROLLO EL MODULO DE GESTION DE RETIROS, DEL SISTEMA DE GESTION DE PREPARADORES DE LA ESCUELA DE COMPUTACION, EN CONJUNTO CON EL MODULO ADMINISTRATIVO DEL SISTEMA', 'GESTION DE PREPARADORES, GESTION POR PROCESOS, WORKFLOW, SERVICIOS WEB, OPENUP, RUBY ON RAILS','INGENIERIA DE SOFTWARE'
'MODELADO DEL PROCESO DE GESTION DE CAMBIOS SEGUN ITIL BAJO EL SOFTWARE LIBRE INTALIO', 'LA LIBRERIA DE INFRAESTRUCTURA DE TECNOLOGIA DE LA INFORMACION ITIL  INFORMATION TECHNOLOGY INFRASTRUCTURE LIBRARY PROPONE UN CONJUNTO DE MEJORES PRACTICAS PARA GESTIONAR EL PROCESO DE CAMBIOS EN LAS ORGANIZACIONES,, DEBIDO A QUE EN MUCHAS DE ELLAS NO EXISTE UN CONTROL EFICIENTE DE LOS CAMBIOS QUE SE REALIZAN PARA IMPLEMENTAR ESTE PROCESO DE MANERA EFICIENTE,, SE REALIZO LA EVALUACION DE HERRAMIENTAS DE SOFTWARE LIBRE Y DE SISTEMAS DE GESTION DE PROCESOS DE NEGOCIOS,, SELECCIONANDO A INTALIO BPMS 5522 PARA CUMPLIR CON EL OBJETIVO DE ESTE TRABAJO ESPECIAL DE GRADOEL USO DE ESTA HERRAMIENTA PERMITIO MODELAR EL PROCESO DEFINIR VALORES A LOS PARAMETROS,, TALES COMO LOS NOMBRES O ROLES DE LOS ACTORES DE LAS TAREAS Y PONER EN EJECUCION EL PROCESO,, SIN TENER QUE ESPERAR A NINGUN DESARROLLO DE PROGRAMACIONFINALMENTE SE OBTUVO EL MODELO DEL PROCESO EN UNA PLATAFORMA QUE PERMITE GESTIONARLO Y ADAPTARLO A CUALQUIER ORGANIZACION EN BASE A LAS MEJORES PRACTICAS PROPUESTAS POR ITIL', 'BPM,, BPMS,, INTALIO,, ITIL,, PROCESO DE GESTION DE CAMBIOS,, SOA,, WEB SERVICES','TECNOLOGIAS EDUCATIVAS'
'SISTEMA DE GESTION DE SERVICIOS DE RESERVACION Y CONTROL DE INVENTARIO A TRAVES DEL USO DE DISPOSITIVOS MOVILES', 'EL PRESENTE TIENE COMO OBJETIVO LA REALIZACION DE UN SISTEMA QUE PERMITIRA LA ADMINISTRACION DEL INVENTARIO Y EL ALMACEN DE UNA EMPRESA QUE PRESTA SERVICIOS DE SPA, ADEMAS DE LAS RESERVACIONES DE LAS CITAS PARA SUS SERVICIOS ESTE SISTEMA DEBERA OPERAR TANTO PARA LOS EMPLEADOS DE LA EMPRESA COMO PARA LOS CLIENTES DE LA MISMA, CON DISTINTOS NIVELES DE ACCESO Y DE FORMA REMOTA DESDE UN COMPUTADOR O ALGUN DISPOSITIVO MOVIL CON CAPACIDADES DE CONEXION PARA ELLO SE DEBIERON RECOLECTAR DATOS SOBRE LA EMPRESA Y LAS DISTINTAS HERRAMIENTAS EXISTENTES ACTUALMENTE EN EL MERCADO PARA EL DESARROLLO DE TECNOLOGIAS EDUCATIVAS DE MANEJO DE ALMACENES, DESARROLLO DE SISTEMAS PARA DISPOSITIVOS TANTO FIJOS COMO MOVILES E INALAMBRICOS EN FUNCION DE LO ANTES EXPUESTO SE ELABORO UNA PROPUESTA DE SISTEMA DE GESTION DE SERVICIOS PARA LA EMPRESA JUMBO SPA, PARA DAR UNA SOLUCION EFICIENTE A LOS REQUERIMIENTOS DE LA EMPRESA', 'TECNOLOGIAS EDUCATIVAS, CONTROL DE INVENTARIO, MANEJO DE RESERVACIONES, DISPOSITIVO MOVIL, DESARROLLO WEB, DISENO, AUTOMATIZACION, ALMACEN','REDES DE COMPUTADORAS'
'DESARROLLO DE UNA SOLUCION DE INTELIGENCIA DE NEGOCIOS PARA UN DEPARTAMENTO DE FINANZAS DENTRO DEL SECTOR PETROQUIMICO', 'EL PRESENTE TEG CONSISTE EN EL DESARROLLO DE UNA SOLUCION DE INTELIGENCIA DE NEGOCIOS BI, BUSINESS INTELLIGENCE POR SUS SIGLAS EN INGLES PARA UN DEPARTAMENTO DE FINANZAS DEL SECTOR PETROQUIMICO, EL CUAL MANEJA UNA GRAN CANTIDAD DE INFORMACION Y ESTA ES UTILIZADA PARA REALIZAR LOS ANALISIS, REPORTES E INFORMES NECESARIOS EN LA ACTUALIDAD ESTAS TAREAS SON REALIZADAS DE MANERA MANUAL APOYANDOSE EN HOJAS DE CALCULOS, LO QUE PUEDE TRAER COMO CONSECUENCIA ERRORES DE MANIPULACION EN LOS DATOS Y UNA GRAN PERDIDA DE TIEMPO EN TODO ESTE PROCESO NUESTRA SOLUCION DE INTELIGENCIA DE NEGOCIO DISMINUYE LOS TIEMPOS EMPLEADOS PARA LA EXTRACCION Y CARGA DE LOS DATOS ASI COMO PARA LA GENERACION DE REPORTES, INFORMES, GRAFICA, ENTRE OTROS Y ASEGURAN LA ENTREGA DE INFORMACION EXACTA, UTIL Y NECESARIA PARA APOYAR LA TOMA DE DECISIONES EL OBJETIVO DE ESTE TEG ES APROVECHAR LAS VENTAJAS QUE NOS OFRECE UNA PLATAFORMA BI LA CUAL ES UNA ARQUITECTURA Y COLECCION DE OPERACIONES INTEGRADAS Y BASES DE DATOS QUE PROPORCIONAN A LA COMUNIDAD EMPRESARIAL EL ACCESO FACIL A LOS DATOS ES DECIR SE APROVECHA LOS PROCESO ANALITICO OLAP EL CUAL NOS PERMITE UN MEJOR RENDIMIENTO PARA ACCEDER A LOS DATOS ULTIDIMENSIONALES PROPORCIONANDO UNA BASE TECNICA PARA LOS ANALISIS Y CALCULOS REQUERIDOS, AYUDANDO A QUE SE TOMEN DECISIONES DE MANERA RAPIDA Y PRECISA PARA ALCANZAR DICHO OBJETIVO SE UTILIZO UNA METODOLOGIA DE DESARROLLO DE SOLUCIONES DE INTELIGENCIA DE NEGOCIO LLAMADA \\THE BUSINESS DIMENSIONAL LIFECYCLE\\PROPUESTA POR RALPH KIMBALL Y COMO PLATAFORMA DE DESARROLLO SE UTILIZO UNA HERRAMIENTA DE CODIGO ABIERTO OPEN SOURCE LLAMADA PENTAHO BI LA CUAL ES UNA PLATAFORMA QUE OFRECE FUNCIONALIDADES COMO LOS SON LA INTEGRACION DE DATOS ETL, REPORTES, ANALISIS, HERRAMIENTAS OLAP, MINERIA DE DATOS, ENTRE OTRAS', 'INTELIGENCIA DE NEGOCIO,, DATAWAREHOUSE,, PENTAHO,, ANALISIS,, OLAP,, INTEGRACION DE DATOS,, METODOLOGIA DE RALPH KIMBALL','TECNOLOGIAS EDUCATIVAS'
'IMPLEMENTACION DE UN DISPOSITIVO INTEGRADO DE SEGURIDAD UTM Y EVALUACION DE LA FACTIBILIDAD DE SU CONFIGURACION A TRAVES DE LA METODOLOGIA DE INTRUSION LPT', 'EL PRESENTE CONSISTE EN EVALUAR LA FACTIBILIDAD DE LA CONFIGURACION DE UN UTM UNIFIED THREAT MANAGEMENT FIREBOX 750E WATCHGUARD, EL CUAL PERMITE LA ADMINISTRACION DE LA RED Y PROPORCIONA SEGURIDAD A LA MISMA, A TRAVES DE LA METODOLOGIA DE INTRUSION LPT LICENSED PENETRATION TESTER EL FUERTE DE LOS DISPOSITIVOS UTM ES LA INTEGRACION DE LOS DIFERENTES SERVICIOS DE SEGURIDAD EN UN SOLO DISPOSITIVO, MEDIANTE EL CUAL SE PROVEE DE MANERA CENTRALIZADA LA SEGURIDAD Y ADMINISTRACION DE LA RED, FACILITANDO LA LABOR DEL ADMINISTRADOR DE RED Y DEL ANALISTA DE SEGURIDAD ES IMPORTANTE ACOTAR QUE LA INSTALACION Y CONFIGURACION DESCRITAS EN EL TEG SON GENERICAS PARA CUALQUIER DISPOSITIVO UTM DE LA MARCA WATCHGUARD EL TRABAJO SE INICIA CON UN ESTUDIO TEORICO DE LOS ASPECTOS MAS RELEVANTES QUE SE DEBEN TOMAR EN CONSIDERACION EN LO QUE A SEGURIDAD INFORMATICA SE REFIERE Y UN ANALISIS DE LAS TECNICAS MAS COMUNES UTILIZADAS POR LOS HACKERS PARA LA INSTALACION DEL DISPOSITIVO SE UTILIZAN LAS RECOMENDACIONES DEL FABRICANTE Y PARA SU CONFIGURACION SE TOMA EN CUENTA LA POLITICA DE USO DE INTERNET DE LA INSTITUCION Y SUS REQUERIMIENTOS EN CUANTO AL SERVICIO SE APLICA LA METODOLOGIA LPT AL DISPOSITIVO PARA VERIFICAR LA FACTIBILIDAD DE LA CONFIGURACION DEL UTM LOS DISPOSITIVOS UTM BRINDAN PROTECCION DE FIREWALL CONVENCIONAL, PROTECCION AANTISPAM  ANTIPHISHING  FILTRO DE CONTENIDOS  ANTIVIRUS Y DETECCIONPREVENCION DE INTRUSOS IDS INTRUSION DETECTION SYSTEM  IPS INTRUSION PREVENTION SYSTEM ESTOS DISPOSITIVOS TAMBIEN PERMITEN LA CREACION DE REDES VPN VIRTUAL PRIVATE NETWORK, UTILIZAR PROTOCOLOS DE RUTEO, TRADUCCIONES DE DIRECCIONES Y REGISTRO DELOGS, ENTRE OTROS LA METODOLOGIA PARA PRUEBAS DE INTRUSION LPT ES PROPIA DE LA CASA DE CONSULTORES DE SEGURIDAD EC COUNCIL, LA CUAL DEFINE UNA SERIE DE PASOS PARA PROBAR LA SEGURIDAD DE DIFERENTES EQUIPOS, APLICACIONES Y ENTORNOS DE TRABAJO', 'UTM, SEGURIDAD INFORMATICA, LPT, HACKERS, SERVICIOS DE SEGURIDAD INFORMATICA','REDES DE COMPUTADORAS'
